Bookmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Query%20Builder%20for%20Public%20Use%20Statistics%20(1979%20-%20Last%20Calendar%20Year),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Acadia NP,ACAD,National Park,Northeast ,ME,2016,1,"17,204",600,"113,549",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2016,"3,303,393","47,100","22,698,596","47,100",0,977,"152,811","46,629","1,324",0,"8,563"
Acadia NP,ACAD,National Park,Northeast ,ME,2016,2,"16,530",600,"109,098",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2016,"3,303,393","47,100","22,698,596","47,100",0,977,"152,811","46,629","1,324",0,"8,563"
Acadia NP,ACAD,National Park,Northeast ,ME,2016,3,"28,121",600,"185,597",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2016,"3,303,393","47,100","22,698,596","47,100",0,977,"152,811","46,629","1,324",0,"8,563"
Acadia NP,ACAD,National Park,Northeast ,ME,2016,4,"94,199",600,"575,374",600,0,0,885,168,0,0,10,Acadia NP,ACAD,National Park,Northeast ,ME,2016,"3,303,393","47,100","22,698,596","47,100",0,977,"152,811","46,629","1,324",0,"8,563"
Acadia NP,ACAD,National Park,Northeast ,ME,2016,5,"217,147","7,500","1,587,762","7,500",0,0,"10,521","1,854",38,0,637,Acadia NP,ACAD,National Park,Northeast ,ME,2016,"3,303,393","47,100","22,698,596","47,100",0,977,"152,811","46,629","1,324",0,"8,563"
Acadia NP,ACAD,National Park,Northeast ,ME,2016,6,"445,410","7,500","3,496,610","7,500",0,0,"25,488","7,938",303,0,"1,425",Acadia NP,ACAD,National Park,Northeast ,ME,2016,"3,303,393","47,100","22,698,596","47,100",0,977,"152,811","46,629","1,324",0,"8,563"
Acadia NP,ACAD,National Park,Northeast ,ME,2016,7,"696,854","7,500","4,880,430","7,500",0,0,"39,942","11,757",353,0,"2,966",Acadia NP,ACAD,National Park,Northeast ,ME,2016,"3,303,393","47,100","22,698,596","47,100",0,977,"152,811","46,629","1,324",0,"8,563"
Acadia NP,ACAD,National Park,Northeast ,ME,2016,8,"735,945","7,500","5,075,152","7,500",0,360,"40,557","11,649",381,0,"2,250",Acadia NP,ACAD,National Park,Northeast ,ME,2016,"3,303,393","47,100","22,698,596","47,100",0,977,"152,811","46,629","1,324",0,"8,563"
Acadia NP,ACAD,National Park,Northeast ,ME,2016,9,"570,434","7,500","3,596,598","7,500",0,617,"23,148","10,044",249,0,984,Acadia NP,ACAD,National Park,Northeast ,ME,2016,"3,303,393","47,100","22,698,596","47,100",0,977,"152,811","46,629","1,324",0,"8,563"
Acadia NP,ACAD,National Park,Northeast ,ME,2016,10,"412,416","6,000","2,663,628","6,000",0,0,"12,270","3,219",0,0,291,Acadia NP,ACAD,National Park,Northeast ,ME,2016,"3,303,393","47,100","22,698,596","47,100",0,977,"152,811","46,629","1,324",0,"8,563"
Acadia NP,ACAD,National Park,Northeast ,ME,2016,11,"55,022",600,"330,133",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2016,"3,303,393","47,100","22,698,596","47,100",0,977,"152,811","46,629","1,324",0,"8,563"
Acadia NP,ACAD,National Park,Northeast ,ME,2016,12,"14,111",600,"84,665",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2016,"3,303,393","47,100","22,698,596","47,100",0,977,"152,811","46,629","1,324",0,"8,563"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,1,"15,520",600,"102,429",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,2,"14,342",600,"94,657",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,3,"20,936",600,"138,175",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,4,"85,267",600,"516,088",600,0,0,594,195,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,5,"222,978","7,500","1,680,423","7,500",0,100,"10,827","3,213",298,0,788,Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,6,"476,191","7,500","3,657,913","7,500",0,343,"24,372","9,360",298,0,"1,976",Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,7,"743,529","7,500","5,107,426","7,500",0,188,"39,429","12,642",325,0,"2,929",Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,8,"762,436","7,500","5,209,104","7,500",0,368,"39,864","11,874",336,0,"3,071",Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,9,"595,388","7,500","3,916,584","7,500",0,556,"27,054","13,554",253,0,"1,565",Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,10,"507,594","6,000","3,201,030","6,000",0,102,"10,446","4,974",87,0,560,Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,11,"53,006",600,"318,037",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,12,"12,084",600,"72,504",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,1,"11,974",600,"79,026",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,2,"12,167",600,"80,301",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,3,"23,756",600,"156,790",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,4,"72,858",600,"421,428",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,5,"249,050","7,500","1,854,392","7,500",0,25,"11,325","3,912",126,0,815,Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,6,"499,163","7,500","3,861,197","7,500",0,296,"25,626","10,479",323,0,"2,490",Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,7,"759,165","7,500","5,119,628","7,500",0,188,"37,218","12,723",345,0,"3,286",Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,8,"767,219","7,500","5,175,840","7,500",0,370,"37,923","12,579",345,0,"3,134",Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,9,"600,397","7,500","3,885,466","7,500",0,485,"25,128","14,097",271,0,"1,542",Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,10,"488,204","6,000","2,657,950","6,000",0,0,"7,524","4,425",62,0,431,Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,11,"40,930",600,"245,582",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,12,"12,692",600,"76,154",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,1,"8,532",600,"56,311",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,2,"9,154",600,"60,414",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,3,"20,161",600,"133,064",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,4,"68,046",600,"394,023",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,5,"226,156","7,500","1,670,692","7,500",0,4,"10,416","3,327",0,0,"1,012",Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,6,"490,720","7,500","3,731,975","7,500",0,102,"23,721","10,383",263,0,"1,851",Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,7,"756,439","7,500","5,049,909","7,500",0,117,"36,135","11,853",357,0,"3,222",Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,8,"759,735","7,500","5,159,613","7,500",0,242,"39,093","11,637",396,0,"3,806",Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,9,"603,273","7,500","3,807,421","7,500",0,500,"22,425","15,174",185,0,"1,393",Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,10,"436,194","6,000","2,778,987","6,000",0,125,"9,195","5,322",83,0,390,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,11,"46,011",600,"276,064",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,12,"12,865",600,"77,191",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2020,1,"12,640",600,"83,421",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,2,"13,459",600,"88,831",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,3,"28,539",600,"188,356",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,4,"55,713",600,"323,135",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,5,"103,120","7,500","598,096","7,500",0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,6,"201,156","7,500","1,165,036","7,500",0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,7,"493,971","7,500","2,470,139","7,500",0,307,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,8,"681,746","7,500","3,395,169","7,500",0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,9,"500,320","7,500","2,492,205","7,500",0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,10,"480,859","6,000","2,874,780","6,000",0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,11,"76,251",600,"457,504",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,12,"21,260",600,"127,562",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,1,885,0,885,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,"46,526",0,"32,801",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,2,"2,146",0,"2,130",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,"46,526",0,"32,801",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,3,"3,817",0,"2,823",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,"46,526",0,"32,801",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,4,"4,763",0,"3,233",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,"46,526",0,"32,801",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,5,"5,329",0,"3,621",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,"46,526",0,"32,801",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,6,"5,345",0,"3,529",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,"46,526",0,"32,801",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,7,"6,516",0,"3,926",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,"46,526",0,"32,801",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,8,"6,516",0,"3,926",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,"46,526",0,"32,801",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,9,"1,623",0,"1,017",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,"46,526",0,"32,801",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,10,"5,383",0,"3,508",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,"46,526",0,"32,801",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,11,"1,944",0,"1,944",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,"46,526",0,"32,801",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,12,"2,259",0,"2,259",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,"46,526",0,"32,801",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,1,"1,241",0,"1,241",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,"43,182",0,"32,539",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,2,"2,830",0,"2,830",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,"43,182",0,"32,539",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,3,"1,841",0,"1,818",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,"43,182",0,"32,539",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,4,"2,507",0,"2,507",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,"43,182",0,"32,539",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,5,"5,329",0,"3,621",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,"43,182",0,"32,539",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,6,"3,750",0,"2,894",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,"43,182",0,"32,539",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,7,"6,333",0,"4,022",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,"43,182",0,"32,539",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,8,"3,467",0,"2,209",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,"43,182",0,"32,539",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,9,"3,621",0,"2,279",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,"43,182",0,"32,539",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,10,"8,035",0,"5,131",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,"43,182",0,"32,539",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,11,"2,058",0,"1,817",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,"43,182",0,"32,539",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,12,"2,170",0,"2,170",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,"43,182",0,"32,539",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,1,"1,172",0,"1,172",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,"45,035",0,"32,537",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,2,"2,067",0,"2,067",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,"45,035",0,"32,537",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,3,"1,569",0,"1,569",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,"45,035",0,"32,537",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,4,"2,781",0,"2,579",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,"45,035",0,"32,537",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,5,"6,335",0,"4,077",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,"45,035",0,"32,537",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,6,"6,432",0,"4,081",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,"45,035",0,"32,537",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,7,"6,146",0,"3,922",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,"45,035",0,"32,537",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,8,"4,031",0,"2,613",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,"45,035",0,"32,537",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,9,"3,527",0,"2,257",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,"45,035",0,"32,537",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,10,"8,190",0,"5,415",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,"45,035",0,"32,537",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,11,"1,856",0,"1,856",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,"45,035",0,"32,537",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,12,929,0,929,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,"45,035",0,"32,537",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,1,96,0,96,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,"47,427",0,"33,765",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,2,"1,571",0,"1,571",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,"47,427",0,"33,765",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,3,"1,395",0,"1,395",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,"47,427",0,"33,765",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,4,"5,022",0,"3,234",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,"47,427",0,"33,765",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,5,"5,482",0,"3,528",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,"47,427",0,"33,765",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,6,"4,621",0,"3,262",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,"47,427",0,"33,765",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,7,"5,520",0,"3,552",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,"47,427",0,"33,765",0,0,0,0,0,0,0,0
