ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Acadia NP,ACAD,National Park,Northeast ,ME,2017,4,"85,267",600,"516,088",600,0,0,594,195,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,5,"222,978","7,500","1,680,423","7,500",0,100,"10,827","3,213",298,0,788,Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,6,"476,191","7,500","3,657,913","7,500",0,343,"24,372","9,360",298,0,"1,976",Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,7,"743,529","7,500","5,107,426","7,500",0,188,"39,429","12,642",325,0,"2,929",Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,8,"762,436","7,500","5,209,104","7,500",0,368,"39,864","11,874",336,0,"3,071",Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,9,"595,388","7,500","3,916,584","7,500",0,556,"27,054","13,554",253,0,"1,565",Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,10,"507,594","6,000","3,201,030","6,000",0,102,"10,446","4,974",87,0,560,Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,11,"53,006",600,"318,037",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,12,"12,084",600,"72,504",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,1,"11,974",600,"79,026",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,2,"12,167",600,"80,301",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,3,"23,756",600,"156,790",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,4,"72,858",600,"421,428",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,5,"249,050","7,500","1,854,392","7,500",0,25,"11,325","3,912",126,0,815,Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,6,"499,163","7,500","3,861,197","7,500",0,296,"25,626","10,479",323,0,"2,490",Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,7,"759,165","7,500","5,119,628","7,500",0,188,"37,218","12,723",345,0,"3,286",Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,8,"767,219","7,500","5,175,840","7,500",0,370,"37,923","12,579",345,0,"3,134",Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,9,"600,397","7,500","3,885,466","7,500",0,485,"25,128","14,097",271,0,"1,542",Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,10,"488,204","6,000","2,657,950","6,000",0,0,"7,524","4,425",62,0,431,Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,11,"40,930",600,"245,582",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,12,"12,692",600,"76,154",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,1,"8,532",600,"56,311",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,2,"9,154",600,"60,414",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,3,"20,161",600,"133,064",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,4,"68,046",600,"394,023",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,5,"226,156","7,500","1,670,692","7,500",0,4,"10,416","3,327",0,0,"1,012",Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,6,"490,720","7,500","3,731,975","7,500",0,102,"23,721","10,383",263,0,"1,851",Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,7,"756,439","7,500","5,049,909","7,500",0,117,"36,135","11,853",357,0,"3,222",Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,8,"759,735","7,500","5,159,613","7,500",0,242,"39,093","11,637",396,0,"3,806",Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,9,"603,273","7,500","3,807,421","7,500",0,500,"22,425","15,174",185,0,"1,393",Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,10,"436,194","6,000","2,778,987","6,000",0,125,"9,195","5,322",83,0,390,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,11,"46,011",600,"276,064",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,12,"12,865",600,"77,191",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
