X,Y,OBJECTID,UNIT_CODE,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,PARKNAME,CreationDate,Creator,EditDate,Editor,GlobalID
-12196744.2766,4678715.6633,173,ARCH,Arches National Park,2018/04/09 00:00:00+00,UT,IM,1455716,National Park,Lands,Arches,2022/01/06 10:41:21+00,WASO,2022/01/06 10:41:21+00,WASO,1f6bc63f-504a-4ead-8422-7c989ef5e367
-12098866.3364,4473865.6904,174,YUHO,Yucca House National Monument,2020/12/17 00:00:00+00,CO,IM,202628,National Monument,Lands,Yucca House,2022/01/06 10:44:37+00,WASO,2022/01/06 10:44:37+00,WASO,ca63d1d2-a186-46a3-af55-f4defe537d28
-12171681.8049,4313571.756,175,CACH,Canyon de Chelly National Monument,2010/12/14 00:00:00+00,AZ,IM,44981,National Monument,Lands,Canyon de Chelly,2022/01/06 10:43:51+00,WASO,2022/01/06 10:43:51+00,WASO,c2ae89ea-d9b0-4fce-a890-4a95d94c9566
-10419100.0062,3984259.4269,176,WICL,President William Jefferson Clinton Birthplace Home National Historic Site,2018/07/24 00:00:00+00,AR,MW,2733433,National Historic Site,Lands,President William Jefferson Clinton Birthplace Home,2022/01/06 10:44:36+00,WASO,2022/01/06 10:44:36+00,WASO,971d430c-88ca-4154-9112-e230ad50fed1
-10650649.8021,4727107.4857,177,BRVB,Brown v. Board of Education National Historic Site,2006/11/01 00:00:00+00,KS,MW,2510335,National Historic Site,Lands,Brown V Board Of Education,2022/01/06 10:42:25+00,WASO,2022/01/06 10:42:25+00,WASO,c893c811-c505-47c0-b347-502b58cebeaa
-10030824.699,3819517.8272,178,NATR,Natchez Trace Parkway,2016/04/12 00:00:00+00,MS,SE,123648,Parkway,Lands,Natchez Trace,2022/01/06 10:44:58+00,WASO,2022/01/06 10:44:58+00,WASO,f1441437-0f87-49f0-93b4-c1f6c72b1d55
-8229413.1203,5126138.1462,179,HOFR,Home of Franklin D. Roosevelt National Historic Site,2006/03/07 00:00:00+00,NY,NE,1888929,National Historic Site,Lands,Home of Franklin D Roosevelt,2022/01/06 10:42:53+00,WASO,2022/01/06 10:42:53+00,WASO,6a9c8e50-3bc4-473c-87f9-9ac49f2da08d
-10542460.5808,4557336.8285,180,FOSC,Fort Scott National Historic Site,2019/05/02 00:00:00+00,KS,MW,480986,National Historic Site,Lands,Fort Scott,2022/01/06 10:42:49+00,WASO,2022/01/06 10:42:49+00,WASO,2636c0e9-bb5b-442e-8c9d-6b08d1167e0c
-8398463.2726,4880557.4849,181,VAFO,Valley Forge National Historical Park,2018/05/14 00:00:00+00,PA,NE,1211947,National Historical Park,Lands,Valley Forge,2022/01/06 10:44:32+00,WASO,2022/01/06 10:44:32+00,WASO,b68059c7-ca64-4b86-a138-657794498c24
-8239470.1594,4966969.6738,182,GOIS,Governors Island National Monument,2012/08/15 00:00:00+00,NY,NE,2092022,National Monument,Lands,Governors Island,2022/01/06 10:42:52+00,WASO,2022/01/06 10:42:52+00,WASO,52ab1208-6ff5-46eb-9910-837896703605
-11744776.7827,4561856.7934,183,GRSA,Great Sand Dunes National Preserve,2018/03/28 00:00:00+00,CO,IM,2733443,National Preserve,Lands,Great Sand Dunes,2022/01/06 10:42:52+00,WASO,2022/01/06 10:42:52+00,WASO,9053893b-af6d-4e05-ac90-e326aa4b4c7d
-9281409.0303,5147909.2204,184,RIRA,River Raisin National Battlefield Park,2018/02/27 00:00:00+00,MI,MW,2733434,National Battlefield Park,Lands,River Raisin,2022/01/06 10:44:27+00,WASO,2022/01/06 10:44:27+00,WASO,5310b1d3-05c3-4825-ba49-d727ff7381c9
-9552956.5588,4160394.6884,185,RUCA,Russell Cave National Monument,2011/11/02 00:00:00+00,AL,SE,126026,National Monument,Lands,Russell Cave,2022/01/06 10:44:28+00,WASO,2022/01/06 10:44:28+00,WASO,17b8f53d-0c76-40c2-98f5-33d4b66e04d3
-16725374.0652,8357378.6511,186,KEFJ,Kenai Fjords National Park,2019/03/21 00:00:00+00,AK,AK,1419645,National Park,Lands,Kenai Fjords,2022/01/06 10:44:22+00,WASO,2022/01/06 10:44:22+00,WASO,0bf66718-b3df-459a-8a9d-c257263cc639
-11856688.7601,4289354.5573,187,VALL,Valles Caldera National Preserve,2021/04/14 00:00:00+00,NM,IM,2035517,National Preserve,Lands,Valles Caldera,2022/01/06 10:44:32+00,WASO,2022/01/06 10:44:32+00,WASO,6a1cae46-f709-4d62-adc9-b401d2381769
-12299701.1251,5556116.599,188,YELL,Yellowstone National Park,2008/04/23 00:00:00+00,WY,IM,1609331,National Park,Lands,Yellowstone,2022/01/06 10:44:36+00,WASO,2022/01/06 10:44:36+00,WASO,4b2dba52-9e23-4408-a7b8-6d2369038735
-9106996.383,4181937.3391,189,COWP,Cowpens National Battlefield,2014/09/17 00:00:00+00,SC,SE,1247412,National Battlefield,Lands,Cowpens,2022/01/06 10:42:32+00,WASO,2022/01/06 10:42:32+00,WASO,6b94e86d-51d5-44c2-9666-fe65b0f3e4f4
-8629696.4927,4697586.7252,190,MANA,Manassas National Battlefield Park,2019/06/11 00:00:00+00,VA,NC,1470042,National Battlefield Park,Lands,Manassas,2022/01/06 10:44:24+00,WASO,2022/01/06 10:44:24+00,WASO,5bb9ee9d-56cc-4a2a-879d-7965e8cded30
-7890955.5098,5239068.4681,191,SAMA,Salem Maritime National Historic Site,2010/03/25 00:00:00+00,MA,NE,1888961,National Historic Site,Lands,Salem Maritime,2022/01/06 10:44:29+00,WASO,2022/01/06 10:44:29+00,WASO,304e4504-6689-4374-9da8-14dbb940e8e9
-8769027.8322,4916483.3967,192,JOFL,Johnstown Flood National Memorial,2012/08/28 00:00:00+00,PA,NE,1200751,National Memorial,Lands,Johnstown Flood,2022/01/06 10:44:19+00,WASO,2022/01/06 10:44:19+00,WASO,8da09264-a3d7-4162-9be9-0a5cf66f0883
-7211677.203,2079117.8185,193,VIIS,Virgin Islands National Park,2019/10/24 00:00:00+00,VI,SE,1614406,National Park,Lands,Virgin Islands,2022/01/06 10:44:33+00,WASO,2022/01/06 10:44:33+00,WASO,38cf058f-e0dc-4ab9-8451-82b3f27502b8
-9976120.3355,5323940.6268,194,IATR,Ice Age National Scenic Trail,2021/09/16 00:00:00+00,WI,MW,2733461,National Scenic Trail,Lands,Ice Age,2022/01/06 10:42:54+00,WASO,2022/01/06 10:42:54+00,WASO,93c57ad1-9c03-4f65-ab07-5b10f2e0946e
-11398442.9414,5439799.8705,195,BADL,Badlands National Park,2019/07/22 00:00:00+00,SD,MW,1265096,National Park,Lands,Badlands,2022/01/06 10:43:42+00,WASO,2022/01/06 10:43:42+00,WASO,e0637b20-129a-4033-8817-fcf7e4d7b14b
-12017845.5792,4305303.3982,196,CHCU,Chaco Culture National Historical Park,2017/12/11 00:00:00+00,NM,IM,936878,National Historical Park,Lands,Chaco Culture,2022/01/06 10:42:31+00,WASO,2022/01/06 10:42:31+00,WASO,53395d9a-bb9d-4568-85ee-5f3008b42885
-8231166.7138,5130702.1059,197,VAMA,Vanderbilt Mansion National Historic Site,2015/07/24 00:00:00+00,NY,NE,968452,National Historic Site,Lands,Vanderbilt Mansion,2022/01/06 10:44:32+00,WASO,2022/01/06 10:44:32+00,WASO,f3ed6279-467c-4155-beb4-706709d8bd0b
-11581424.6788,6106665.1295,198,FOUS,Fort Union Trading Post National Historic Site,2018/07/24 00:00:00+00,ND,MW,771520,National Historic Site,Lands,Fort Union Trading Post,2022/01/06 10:42:49+00,WASO,2022/01/06 10:42:49+00,WASO,badd187e-4ea7-4fa7-8b62-04e5749fd981
-8577844.9408,4676620.1808,199,PISC,Piscataway Park,2021/03/03 00:00:00+00,MD,NC,1676813,Other Designation,Lands,Piscataway,2022/01/06 10:44:26+00,WASO,2022/01/06 10:44:26+00,WASO,ded14c75-2f72-4a19-9b4a-b718ec150216
-7904587.2124,5208515.7423,200,BOHA,Boston Harbor Islands National Recreation Area,2006/08/14 00:00:00+00,MA,NE,606990,National Recreation Area,Lands,Boston Harbor Islands,2022/01/06 10:43:42+00,WASO,2022/01/06 10:43:42+00,WASO,21087d6c-f7cc-4410-b614-8baa080974df
-8350043.4606,5088896.1029,201,UPDE,Upper Delaware Scenic and Recreational River,2015/12/22 00:00:00+00,PA,NE,1888970,Scenic and Recreational River,Lands,Upper Delaware,2022/01/06 10:45:04+00,WASO,2022/01/06 10:45:04+00,WASO,a2d7c7cf-c78b-4dca-b144-2a6ecfd3c48c
-13584031.8255,4554933.7946,202,EUON,Eugene O'Neill National Historic Site,2009/05/14 00:00:00+00,CA,PW,1888915,National Historic Site,Lands,Eugene O'Neill,2022/01/06 10:42:33+00,WASO,2022/01/06 10:42:33+00,WASO,f4bf5463-c1b8-4485-8864-22909280cf72
-13548299.3464,5918381.9205,203,MORA,Mount Rainier National Park,2015/11/17 00:00:00+00,WA,PW,1528416,National Park,Lands,Mount Rainier,2022/01/06 10:44:25+00,WASO,2022/01/06 10:44:25+00,WASO,7cd934ed-8365-4b96-ad4b-cf0ced86fd08
-10153258.8425,5325893.6278,204,EFMO,Effigy Mounds National Monument,2019/08/19 00:00:00+00,IA,MW,456249,National Monument,Lands,Effigy Mounds,2022/01/06 10:42:33+00,WASO,2022/01/06 10:42:33+00,WASO,004d7b6d-3c0a-42ee-a802-2309fff93042
-12651021.8019,5723880.1778,205,BIHO,Big Hole National Battlefield,2015/11/06 00:00:00+00,MT,PW,779820,National Battlefield,Lands,Big Hole,2022/01/06 10:43:51+00,WASO,2022/01/06 10:43:51+00,WASO,a276cdc1-d190-4b47-ba6a-e1db371f80ee
-9043422.5673,3466521.3007,206,FOMA,Fort Matanzas National Monument,2009/10/26 00:00:00+00,FL,SE,307963,National Monument,Lands,Fort Matanzas,2022/01/06 10:42:49+00,WASO,2022/01/06 10:42:49+00,WASO,ae2ef83f-91a5-4f6c-a713-80933147e403
-8525817.0596,4781503.6594,207,HAMP,Hampton National Historic Site,2016/01/26 00:00:00+00,MD,NE,584846,National Historic Site,Lands,Hampton,2022/01/06 10:42:53+00,WASO,2022/01/06 10:42:53+00,WASO,d385e431-980f-4c0c-862c-c1064a892499
-12635440.7566,5374573.7569,208,CRMO,Craters of the Moon National Monument,2017/05/31 00:00:00+00,ID,PW,1986829,National Monument,Lands,Craters of the Moon,2022/01/06 10:42:32+00,WASO,2022/01/06 10:42:32+00,WASO,40f9459f-a3e8-421b-b264-d9ad7fd11ce3
-8365595.3465,4858923.8415,209,INDE,Independence National Historical Park,2017/11/09 00:00:00+00,PA,NE,1177725,National Historical Park,Lands,Independence,2022/01/06 10:42:54+00,WASO,2022/01/06 10:42:54+00,WASO,00f503f2-bb32-4f0d-bda5-ae360ac3363d
-11574227.485,4408715.3749,210,CAVO,Capulin Volcano National Monument,2004/07/22 00:00:00+00,NM,IM,936867,National Monument,Lands,Capulin Volcano,2022/01/06 10:42:31+00,WASO,2022/01/06 10:42:31+00,WASO,5d6f4bc9-658a-4536-95ec-9c2b33064ef5
-12565240.272,3764414.1007,211,ORPI,Organ Pipe Cactus National Monument,2017/05/12 00:00:00+00,AZ,IM,15492,National Monument,Lands,Organ Pipe Cactus,2022/01/06 10:44:26+00,WASO,2022/01/06 10:44:26+00,WASO,009b1aca-3e4d-496b-8808-aebb0264631e
-9060612.9344,3661323.0683,212,FOFR,Fort Frederica National Monument,2007/12/05 00:00:00+00,GA,SE,314290,National Monument,Lands,Fort Frederica,2022/01/06 10:42:49+00,WASO,2022/01/06 10:42:49+00,WASO,bfe234e0-fd29-4531-b9b9-2eabf0097840
-8238784.642,4969266.637,213,FEHA,Federal Hall National Memorial,2017/03/30 00:00:00+00,NY,NE,2057537,National Memorial,Lands,Federal Hall,2022/01/06 10:42:49+00,WASO,2022/01/06 10:42:49+00,WASO,defa2fe5-ebec-4e1b-bb0f-36ebcdc56d59
-13201807.343,4421690.3512,214,KICA,Kings Canyon National Park,2011/10/17 00:00:00+00,CA,PW,255948,National Park,Lands,Kings Canyon,2022/01/06 10:44:22+00,WASO,2022/01/06 10:44:22+00,WASO,c6452282-9f80-48c6-9849-79342b4a595e
-8236419.3766,4973861.5475,215,THRB,Theodore Roosevelt Birthplace National Historic Site,2011/03/28 00:00:00+00,NY,NE,2083047,National Historic Site,Lands,Theodore Roosevelt Birthplace,2022/01/06 10:44:32+00,WASO,2022/01/06 10:44:32+00,WASO,62ab292e-c49d-4e1b-abb9-bca1c5467509
-8423337.4465,4303049.2903,216,WRBR,Wright Brothers National Memorial,2011/05/23 00:00:00+00,NC,SE,1027483,National Memorial,Lands,Wright Brothers,2022/01/06 10:44:36+00,WASO,2022/01/06 10:44:36+00,WASO,910209f8-77de-43d1-86c0-c66e231bfa85
-17345879.8528,2276296.9754,217,PUHE,Pu'ukohola Heiau National Historic Site,2008/06/18 00:00:00+00,HI,PW,1877550,National Historic Site,Lands,Puukohola Heiau,2022/01/06 10:44:27+00,WASO,2022/01/06 10:44:27+00,WASO,71754179-4762-49ef-a205-fbbce07985e5
-12550144.758,4420004.5583,218,PISP,Pipe Spring National Monument,2006/12/07 00:00:00+00,AZ,IM,9526,National Monument,Lands,Pipe Spring,2022/01/06 10:44:26+00,WASO,2022/01/06 10:44:26+00,WASO,5ee9f337-8fe2-4df5-ae7d-2f69d2254a9d
-8888134.5824,4318712.2537,219,GUCO,Guilford Courthouse National Military Park,2020/09/23 00:00:00+00,NC,SE,986193,National Military Park,Lands,Guilford Courthouse,2022/01/06 10:42:53+00,WASO,2022/01/06 10:42:53+00,WASO,155d99f0-a638-4b0a-9ca4-1b4eba75fb38
-9218367.9042,5109426.8349,220,PEVI,Perry's Victory and International Peace Memorial,2010/09/07 00:00:00+00,OH,MW,1082175,National Memorial,Lands,Perry's Victory & International Peace,2022/01/06 10:44:26+00,WASO,2022/01/06 10:44:26+00,WASO,d1fefeb6-fd5b-4b94-8855-ef2c7f43e0d8
-12369104.9654,3981690.988,221,TONT,Tonto National Monument,2006/02/23 00:00:00+00,AZ,IM,35382,National Monument,Lands,Tonto,2022/01/06 10:44:32+00,WASO,2022/01/06 10:44:32+00,WASO,3caf0fc8-ae51-4983-8d17-5c16401b4fb6
-11656839.0559,5557217.5392,222,DETO,Devils Tower National Monument,2014/12/08 00:00:00+00,WY,IM,2733421,National Monument,Lands,Devils Tower,2022/01/06 10:42:33+00,WASO,2022/01/06 10:42:33+00,WASO,6a5374d7-1908-4be7-b089-497e8b3b91f8
-7904999.4732,5199485.239,223,ADAM,Adams National Historical Park,2009/06/05 00:00:00+00,MA,NE,1888899,National Historical Park,Lands,Adams,2022/01/06 10:41:20+00,WASO,2022/01/06 10:41:20+00,WASO,7ee8dc38-5579-4e69-aacf-c37f8096fe2a
-9587168.3905,4464785.9809,224,MACA,Mammoth Cave National Park,2009/03/27 00:00:00+00,KY,SE,507318,National Park,Lands,Mammoth Cave,2022/01/06 10:44:24+00,WASO,2022/01/06 10:44:24+00,WASO,1cf6ba65-11ce-4de3-aa54-a43ee9f05279
-18275775.7439,9855712.1884,225,BELA,Bering Land Bridge National Preserve,2019/03/21 00:00:00+00,AK,AK,1416037,National Preserve,Lands,Bering Land Bridge,2022/01/06 10:41:22+00,WASO,2022/01/06 10:41:22+00,WASO,50986802-de93-4a41-bd3b-cb41471bc712
-8562674.2592,4606264.8876,226,GEWA,George Washington Birthplace National Monument,2016/03/28 00:00:00+00,VA,NE,1467038,National Monument,Lands,George Washington Birthplace,2022/01/06 10:42:50+00,WASO,2022/01/06 10:42:50+00,WASO,d3ca2edb-2d18-4f14-912e-eac9d95484b1
-8717895.1669,4719733.255,227,CEBE,Cedar Creek and Belle Grove National Historical Park,2005/04/07 00:00:00+00,VA,NE,1985663,National Historical Park,Lands,Cedar Creek & Belle Grove,2022/01/06 10:43:52+00,WASO,2022/01/06 10:43:52+00,WASO,d0dc4a0d-12f6-41c8-8c53-bb8f2719ab4e
-11516434.3432,5446881.7468,228,MORU,Mount Rushmore National Memorial,2010/12/13 00:00:00+00,SD,MW,1262098,National Memorial,Lands,Mount Rushmore,2022/01/06 10:44:25+00,WASO,2022/01/06 10:44:25+00,WASO,ae89450a-b2e8-45f6-8fa4-872ac268f58d
-9178371.2631,4200337.1146,229,CARL,Carl Sandburg Home National Historic Site,2020/09/30 00:00:00+00,NC,SE,1006677,National Historic Site,Lands,Carl Sandburg Home,2022/01/06 10:42:31+00,WASO,2022/01/06 10:42:31+00,WASO,226fc805-d485-4674-9b2b-cf79e5a4f0e7
-9833518.8561,4182989.3744,230,SHIL,Shiloh National Military Park,2020/09/25 00:00:00+00,MS,SE,1270094,National Military Park,Lands,Shiloh,2022/01/06 10:44:30+00,WASO,2022/01/06 10:44:30+00,WASO,9e174d78-bd88-4a86-9327-46328e35362f
-9664165.0565,3963920.7606,231,BICR,Birmingham Civil Rights National Monument,2017/10/24 00:00:00+00,AL,SE,2783289,National Monument,Lands,Birmingham Civil Rights,2022/01/06 10:43:42+00,WASO,2022/01/06 10:43:42+00,WASO,61293af8-c7c7-4fff-b814-75f06bbe0153
-9417141.3693,4550185.7068,232,CANE,Camp Nelson National Monument,2020/09/23 00:00:00+00,KY,SE,2795910,National Monument,Lands,Camp Nelson,2022/01/06 10:42:31+00,WASO,2022/01/06 10:42:31+00,WASO,da1f5e3c-53a1-4ec7-aaba-be14cbb78546
-8434257.9444,4896638.4502,233,HOFU,Hopewell Furnace National Historic Site,2011/08/17 00:00:00+00,PA,NE,1193717,National Historic Site,Lands,Hopewell Furnace,2022/01/06 10:42:53+00,WASO,2022/01/06 10:42:53+00,WASO,f136b256-034a-4a84-941e-8adf77b7c1ce
-8587219.2787,4717048.0777,234,CLBA,Clara Barton National Historic Site,2008/11/17 00:00:00+00,MD,NC,2733426,National Historic Site,Lands,Clara Barton,2022/01/06 10:42:31+00,WASO,2022/01/06 10:42:31+00,WASO,5af3d7fe-284e-4725-98f3-d6d0d756d7cb
-8056563.0697,5388460.5558,235,SAGA,Saint-Gaudens National Historical Park,2011/03/09 00:00:00+00,NH,NE,1888960,National Historical Park,Lands,Saint-Gaudens,2022/01/06 10:44:29+00,WASO,2022/01/06 10:44:29+00,WASO,8c930324-2554-46c2-84b6-a3e2be2faf42
-9072592.5796,3553008.3428,236,FOCA,Fort Caroline National Memorial,2016/06/07 00:00:00+00,FL,SE,282677,National Memorial,Lands,Fort Caroline,2022/01/06 10:42:49+00,WASO,2022/01/06 10:42:49+00,WASO,643e2168-c6f4-426e-ab4e-f8eb7ba902de
-8560216.676,4719383.7978,237,GREE,Greenbelt Park,2021/03/03 00:00:00+00,MD,NC,597496,Other Designation,Lands,Greenbelt,2022/01/06 10:42:52+00,WASO,2022/01/06 10:42:52+00,WASO,24d1d796-ced3-4355-ab6e-ac3baa65e908
-8576890.9595,4716540.274,238,ROCR,Rock Creek Park,2019/05/30 00:00:00+00,DC,NC,530563,Other Designation,Lands,Rock Creek Park,2022/01/06 10:44:27+00,WASO,2022/01/06 10:44:27+00,WASO,d00b8574-29cf-439e-b5bf-42668a30d3e5
-9024749.64,4360749.0886,239,BLRI,Blue Ridge Parkway,2021/12/07 00:00:00+00,NC,SE,1009494,Parkway,Lands,Blue Ridge Parkway,2022/01/06 10:41:13+00,WASO,2022/01/06 10:41:13+00,WASO,c120c3ad-0935-4f24-ac2d-ceccb41ed475
-15236201.6078,8143176.2023,240,GLBA,Glacier Bay National Park,2019/03/21 00:00:00+00,AK,AK,1416041,National Park,Lands,Glacier Bay,2022/01/06 10:42:51+00,WASO,2022/01/06 10:42:51+00,WASO,68e2abe1-0f43-484f-afc8-ca9140b305a2
-17354674.347,2203152.838,241,PUHO,Pu'uhonua o Honaunau National Historical Park,2012/01/13 00:00:00+00,HI,PW,358732,National Historical Park,Lands,Pu`uhonua O Honaunau,2022/01/06 10:44:27+00,WASO,2022/01/06 10:44:27+00,WASO,99ca4a07-cd21-4dcd-9810-f2de0dd88b98
-8603162.6256,4520014.2623,242,RICH,Richmond National Battlefield Park,2021/03/23 00:00:00+00,VA,NE,1473199,National Battlefield Park,Lands,Richmond,2022/01/06 10:44:27+00,WASO,2022/01/06 10:44:27+00,WASO,79086b6a-d28d-46c4-ba2a-57b010cd01c7
-13628150.2695,4552686.836,243,SAFR,San Francisco Maritime National Historical Park,2013/02/19 00:00:00+00,CA,PW,1877542,National Historical Park,Lands,San Francisco Maritime,2022/01/06 10:45:12+00,WASO,2022/01/06 10:45:12+00,WASO,88ec6caf-6ee0-4fd1-b487-fb19e8c7c496
-7787043.2042,5137588.1028,244,CACO,Cape Cod National Seashore,2016/03/24 00:00:00+00,MA,NE,606900,National Seashore,Lands,Cape Cod,2022/01/06 10:42:28+00,WASO,2022/01/06 10:42:28+00,WASO,45ed8eb2-2b44-4541-907b-85f16c8b7d0b
-11952318.6015,4643551.2328,245,CURE,Curecanti National Recreation Area,2017/05/25 00:00:00+00,CO,IM,196412,National Recreation Area,Lands,Curecanti,2022/01/06 10:43:46+00,WASO,2022/01/06 10:43:46+00,WASO,f3172b89-e629-4732-9b18-9fbb29bb2ce9
-12126892.8066,4938039.8721,246,DINO,Dinosaur National Monument,2020/12/16 00:00:00+00,CO,IM,169567,National Monument,Lands,Dinosaur,2022/01/06 10:42:33+00,WASO,2022/01/06 10:42:33+00,WASO,c4cda22d-a4d4-4d1f-b907-1bdfa1960bec
-13654725.0211,5720267.1734,247,FOVA,Fort Vancouver National Historic Site,2011/03/03 00:00:00+00,WA,PW,1504974,National Historic Site,Lands,Fort Vancouver,2022/01/06 10:42:49+00,WASO,2022/01/06 10:42:49+00,WASO,136e8974-ea77-4f33-b294-4174771741de
-13657539.8784,4571919.2151,248,GOGA,Golden Gate National Recreation Area,2015/04/20 00:00:00+00,CA,PW,255952,National Recreation Area,Lands,Golden Gate,2022/01/06 10:44:02+00,WASO,2022/01/06 10:44:02+00,WASO,7388e602-8316-4c14-8ed0-9e9af0b39a88
-8074483.4048,5408899.4124,249,MABI,Marsh-Billings-Rockefeller National Historical Park,2011/09/21 00:00:00+00,VT,NE,1888942,National Historical Park,Lands,Marsh - Billings - Rockefeller,2022/01/06 10:44:24+00,WASO,2022/01/06 10:44:24+00,WASO,b82ab496-688a-4c30-a036-04f61c7b42a1
-11317803.4038,4243268.3782,250,ALFL,Alibates Flint Quarries National Monument,2019/11/25 00:00:00+00,TX,IM,1377214,National Monument,Lands,Alibates Flint Quarries,2022/01/06 10:41:20+00,WASO,2022/01/06 10:41:20+00,WASO,cb126805-459b-40d8-b4d1-9a70418741f4
-18195262.4302,10279478.2959,251,CAKR,Cape Krusenstern National Monument,2019/03/21 00:00:00+00,AK,AK,1416038,National Monument,Lands,Cape Krusenstern,2022/01/06 10:42:30+00,WASO,2022/01/06 10:42:30+00,WASO,2742988a-4491-4260-8c3e-27acc899a037
-10356049.0943,4100079.932,252,HOSP,Hot Springs National Park,2020/06/15 00:00:00+00,AR,MW,56796,National Park,Lands,Hot Springs,2022/01/06 10:42:54+00,WASO,2022/01/06 10:42:54+00,WASO,8b7630a3-be41-4b5f-8d56-bb411811bb49
-8079686.6608,5177226.1733,253,SPAR,Springfield Armory National Historic Site,2011/10/18 00:00:00+00,MA,NE,1888963,National Historic Site,Lands,Springfield Armory,2022/01/06 10:45:12+00,WASO,2022/01/06 10:45:12+00,WASO,b1c5a872-743a-4c0e-8312-02ef1b664186
-10835958.9218,3086764.5823,254,PAIS,Padre Island National Seashore,2018/07/26 00:00:00+00,TX,IM,1383785,National Seashore,Lands,Padre Island,2022/01/06 10:44:26+00,WASO,2022/01/06 10:44:26+00,WASO,0b1bbade-f251-4e4d-86f7-cebaf4934865
-10353405.9749,3719420.6872,255,CARI,Cane River Creole National Historical Park,2009/07/28 00:00:00+00,LA,SE,2733428,National Historical Park,Lands,Cane River Creole,2022/01/06 10:43:52+00,WASO,2022/01/06 10:43:52+00,WASO,6e6f6ae6-23cf-48b8-9d11-8d4239aea791
-12352625.2907,4449969.6885,256,RABR,Rainbow Bridge National Monument,2010/03/29 00:00:00+00,UT,IM,23944,National Monument,Lands,Rainbow Bridge,2022/01/06 10:44:27+00,WASO,2022/01/06 10:44:27+00,WASO,59d680b5-e818-455a-a6a5-11ba2a12dc84
-17369288.6297,2234956.3299,257,KAHO,Kaloko-Honokohau National Historical Park,2019/05/08 00:00:00+00,HI,PW,1879023,National Historical Park,Lands,Kaloko-Honokohau,2022/01/06 10:45:11+00,WASO,2022/01/06 10:45:11+00,WASO,c9e98e6d-6baa-4f05-80cc-e4d60b6e42f4
-11756786.8504,4546548.2371,258,GRSA,Great Sand Dunes National Park,2018/03/28 00:00:00+00,CO,IM,2733443,National Park,Lands,Great Sand Dunes,2022/01/06 10:42:52+00,WASO,2022/01/06 10:42:52+00,WASO,7f7ff611-5bc8-43d1-a44d-c64ac20a765a
-17061925.1703,10376709.5857,259,GAAR,Gates of the Arctic National Park,2019/03/21 00:00:00+00,AK,AK,1416040,National Park,Lands,Gates of the Arctic,2022/01/06 10:42:50+00,WASO,2022/01/06 10:42:50+00,WASO,a6b0718d-fcea-4e15-88a8-0555052872b9
-9407364.2605,4738838.1128,260,WIHO,William Howard Taft National Historic Site,2019/08/23 00:00:00+00,OH,MW,1888973,National Historic Site,Lands,William Howard Taft,2022/01/06 10:45:13+00,WASO,2022/01/06 10:45:13+00,WASO,e246fc76-e1f2-4ea4-bdc5-f1114e5ea582
-17706760.2562,10269859.4841,261,KOVA,Kobuk Valley National Park,2019/03/21 00:00:00+00,AK,AK,1416046,National Park,Lands,Kobuk Valley,2022/01/06 10:44:22+00,WASO,2022/01/06 10:44:22+00,WASO,9b977338-0683-4284-b5bf-0446e02d5f29
-16015196.9132,8675714.6007,262,WRST,Wrangell-St. Elias National Park,2019/03/21 00:00:00+00,AK,AK,1416055,National Park,Lands,Wrangell - St Elias,2022/01/06 10:44:36+00,WASO,2022/01/06 10:44:36+00,WASO,29f02547-d6a6-48c3-8a7e-8fb7e910fb51
-8573693.0355,4705518.7446,263,DDEM,Dwight D. Eisenhower Memorial,2020/09/29 00:00:00+00,DC,NC,need GNIS ID,Memorial,Lands,Dwight D. Eisenhower,2022/01/06 10:43:46+00,WASO,2022/01/06 10:43:46+00,WASO,13a9c3a3-0d0b-44d8-9aa3-9b91be7aade8
-10668104.2303,4962855.8969,264,LECL,Lewis and Clark National Historic Trail,2017/01/13 00:00:00+00,NE,MW,2733427,National Historic Trail,Lands,Lewis and Clark,2022/01/06 10:44:57+00,WASO,2022/01/06 10:44:57+00,WASO,cd9b1748-ae20-4d91-ac59-bf8b8e71a890
-10219983.4991,5843428.2605,265,NOCO,North Country National Scenic Trail,2021/03/04 00:00:00+00,MI,MW,1622686,National Scenic Trail,Lands,North Country,2022/01/06 10:44:25+00,WASO,2022/01/06 10:44:25+00,WASO,cdf89daa-af7f-479e-8d4a-5f5a5df5154c
-9394628.0062,4291808.8682,266,MAPR,Manhattan Project National Historical Park,2016/03/16 00:00:00+00,NM,IM,2775864,National Historical Park,Lands,Manhattan Project,2022/01/06 10:44:55+00,WASO,2022/01/06 10:44:55+00,WASO,d75d2bc5-2276-4474-9e30-955a50abda07
-9221490.1839,4322029.4855,267,ANJO,Andrew Johnson National Historic Site,2007/01/24 00:00:00+00,TN,SE,1304837,National Historic Site,Lands,Andrew Johnson,2022/01/06 10:41:20+00,WASO,2022/01/06 10:41:20+00,WASO,d5f6adad-324e-4626-a0a2-e5cfc728bcd0
-9431511.1581,4315643.1783,268,OBRI,Obed Wild and Scenic River,2020/09/23 00:00:00+00,TN,SE,1309684,Wild and Scenic River,Lands,Obed,2022/01/06 10:44:25+00,WASO,2022/01/06 10:44:25+00,WASO,f95840a8-b58c-4374-ae90-3335ff933aba
